timer,player1_id,player1_health,player1_is_jumping,player1_is_crouching,player1_is_player_in_move,player2_id,player2_health,player2_is_jumping,player2_is_crouching,player2_is_player_in_move,x_coord_diff,y_coord_diff,health 1,health 2,buttons_1
0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,1.0,0.42727272727272725,0.0,0.0,0
0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,1.0,0.42727272727272725,0.0,0.0,0
0.6862745098039216,1.0,0.0,0,0,0,1.0,0.0,0,0,0,0.6613333333333333,0.42727272727272725,0.0,0.0,0
0.0,1.0,0.6901960784313725,0,0,0,1.0,0.6901960784313725,0,0,0,0.6613333333333333,0.42727272727272725,0.0069019607843137255,0.0069019607843137255,0
1.0,1.0,0.6901960784313725,0,0,0,1.0,0.6901960784313725,0,0,0,0.38933333333333336,0.42727272727272725,0.0069019607843137255,0.0069019607843137255,0
1.0,1.0,0.6901960784313725,0,0,0,1.0,0.6901960784313725,0,0,0,0.38933333333333336,0.42727272727272725,0.0069019607843137255,0.0069019607843137255,0
1.0,1.0,0.6901960784313725,0,0,0,1.0,0.6901960784313725,0,0,0,0.38933333333333336,0.42727272727272725,0.0069019607843137255,0.0069019607843137255,128
1.0,1.0,0.6901960784313725,0,0,0,1.0,0.6901960784313725,0,0,0,0.38933333333333336,0.42727272727272725,0.0069019607843137255,0.0069019607843137255,384
1.0,1.0,0.6901960784313725,0,0,0,1.0,0.6901960784313725,0,0,0,0.38933333333333336,0.42727272727272725,0.0069019607843137255,0.0069019607843137255,0
1.0,1.0,0.6901960784313725,0,0,0,1.0,0.6901960784313725,0,0,0,0.38933333333333336,0.42727272727272725,0.0069019607843137255,0.0069019607843137255,256
1.0,1.0,0.6901960784313725,0,0,0,1.0,0.6901960784313725,0,0,0,0.38933333333333336,0.42727272727272725,0.0069019607843137255,0.0069019607843137255,320
1.0,1.0,0.6901960784313725,0,0,0,1.0,0.6901960784313725,0,0,0,0.38933333333333336,0.42727272727272725,0.0069019607843137255,0.0069019607843137255,0
1.0,1.0,0.6901960784313725,0,0,0,1.0,0.6901960784313725,0,0,0,0.38933333333333336,0.42727272727272725,0.0069019607843137255,0.0069019607843137255,80
1.0,1.0,0.6901960784313725,0,0,0,1.0,0.6901960784313725,0,0,0,0.38933333333333336,0.42727272727272725,0.0069019607843137255,0.0069019607843137255,0
1.0,1.0,0.6901960784313725,0,0,0,1.0,0.6901960784313725,0,0,0,0.38933333333333336,0.42727272727272725,0.0069019607843137255,0.0069019607843137255,0
1.0,1.0,0.6901960784313725,0,0,0,1.0,0.6901960784313725,0,0,0,0.38933333333333336,0.42727272727272725,0.0069019607843137255,0.0069019607843137255,128
1.0,1.0,0.6901960784313725,0,0,0,1.0,0.6901960784313725,0,0,0,0.38933333333333336,0.42727272727272725,0.0069019607843137255,0.0069019607843137255,384
1.0,1.0,0.6901960784313725,0,0,0,1.0,0.6901960784313725,0,0,0,0.38933333333333336,0.42727272727272725,0.0069019607843137255,0.0069019607843137255,0
1.0,1.0,0.6901960784313725,0,0,0,1.0,0.6901960784313725,0,0,0,0.38933333333333336,0.42727272727272725,0.0069019607843137255,0.0069019607843137255,256
1.0,1.0,0.6901960784313725,0,0,0,1.0,0.6901960784313725,0,0,0,0.38933333333333336,0.42727272727272725,0.0069019607843137255,0.0069019607843137255,320
1.0,1.0,0.6901960784313725,0,0,0,1.0,0.6901960784313725,0,0,0,0.38933333333333336,0.42727272727272725,0.0069019607843137255,0.0069019607843137255,0
